#{"t_start": 1774617788.4858, "env_id": "None"}
r,l,t
0.32344016,75,381.466427
0.36463168,75,381.484929
0.3430228,75,381.48591
0.3353367,75,381.499024
0.34895694,75,381.499892
0.3160509,75,381.500802
0.37838942,75,381.501671
0.3679413,75,381.524633
0.32825878,75,381.527669
0.29415596,75,381.546809
0.34281978,75,381.547682
0.34973553,75,381.561689
0.33436656,75,381.562592
0.29844296,75,381.563447
0.3676347,75,381.564341
0.3531417,75,381.587632
0.33850157,75,381.590866
0.38376158,75,381.60956
0.3748268,75,381.61035
0.33936152,75,381.623454
0.33325422,75,381.624364
0.34535113,75,381.625279
0.35081166,75,381.626134
0.37841746,75,381.648806
0.29670754,75,381.652052
0.32712248,75,381.670787
0.3588904,75,381.671657
0.37430316,75,381.684803
0.3389902,75,381.685735
0.38150182,75,381.686565
0.38190997,75,381.687378
0.36980042,75,381.709787
0.3695368,75,381.713015
0.33661327,75,381.731794
0.35629794,75,381.732715
0.3234298,75,381.745442
0.3595725,75,381.746218
0.36368206,75,381.746981
0.35248485,75,381.747947
0.33622426,75,381.771461
0.3762837,75,381.77484
0.37024513,75,381.793716
0.3949172,75,381.794582
0.39803267,75,381.807835
0.3152262,75,381.80876
0.35741046,75,381.80964
0.3838812,75,381.810472
0.39456904,75,381.833455
0.35697585,75,381.836878
0.3464125,75,381.85609
0.3172328,75,381.85697
0.33828473,75,381.87054
0.38819945,75,381.87141
0.37951282,75,381.8724
0.35385537,75,381.873281
0.36728325,75,382.614797
0.37559533,75,382.620114
0.36718675,75,382.64171
0.3433049,75,382.642665
0.35817584,75,382.656426
0.33821115,75,382.657248
0.35921183,75,382.658128
0.3644709,75,382.658978
0.35078853,75,382.682501
0.37072527,75,382.685797
0.40061048,75,382.705119
0.36681193,75,382.706006
0.3458856,75,382.71916
0.372896,75,382.720003
0.36841136,75,382.720774
0.3614584,75,382.721647
0.3864082,75,382.74426
0.3688005,75,382.747561
0.35200003,75,382.766615
0.31122762,75,382.767427
0.34702456,75,382.780347
0.32013497,75,382.781233
0.28741714,75,382.782123
0.37802508,75,382.78297
0.3208394,75,382.806285
0.37183455,75,382.809367
0.32314464,75,382.828134
0.38191944,75,382.828931
0.28958476,75,382.841989
0.38688153,75,382.842772
0.3193021,75,382.843675
0.3479428,75,382.844546
0.35999286,75,382.867551
0.3810845,75,382.870696
0.3525411,75,382.889582
0.36925417,75,382.890457
0.36749813,75,382.903916
0.37487647,75,382.904831
0.33311597,75,382.905746
0.3012159,75,382.906584
0.3727762,75,382.92921
0.38134235,75,382.932702
0.33395123,75,382.952079
0.3820455,75,382.953219
0.39816377,75,382.967413
0.37377924,75,382.968401
0.3132475,75,382.969316
0.3285851,75,382.970261
0.3258466,75,382.994901
0.33854192,75,382.999341
0.33151564,75,383.028376
0.3338304,75,383.0292
0.33255324,75,383.042751
0.33766764,75,383.043575
0.38313958,75,383.04436
0.38628983,75,383.045245
0.3383278,75,383.068172
0.33830282,75,383.071443
0.3045429,75,383.090795
0.37112403,75,383.091712
0.36508024,75,383.104971
0.32277802,75,383.1058
0.29229003,75,383.106652
0.34052554,75,383.107521
0.39689213,75,383.130447
0.3460882,75,383.133895
0.3940319,75,383.152761
0.3355814,75,383.15365
0.3972381,75,383.166876
0.35440713,75,383.167738
0.38606155,75,383.168674
0.35748792,75,383.169555
0.34413344,75,383.193053
0.36452377,75,383.19641
0.37401637,75,383.215566
0.32274234,75,383.216421
0.3424064,75,383.229888
0.36204362,75,383.230744
0.397612,75,383.231579
0.4054039,75,383.232449
0.33186564,75,383.25652
0.3502419,75,383.260018
0.32770917,75,383.278946
0.37470704,75,383.279808
0.31671694,75,383.293722
0.29789686,75,383.294525
0.35482052,75,383.295442
0.352131,75,383.296337
0.34101188,75,383.321254
0.3714388,75,383.324745
0.3605444,75,383.344879
0.34178132,75,383.34581
0.39980483,75,383.359948
0.35712582,75,383.360908
0.3836761,75,383.361877
0.35608405,75,383.362744
0.38041475,75,383.385716
0.33161974,75,383.389119
0.39815295,75,383.408179
0.33114833,75,383.408976
0.34760258,75,383.422388
0.39747548,75,383.423312
0.38721737,75,383.424201
0.3783522,75,383.425054
0.38344175,75,383.448844
0.34538567,75,383.452257
0.3545553,75,383.471395
0.39315984,75,383.472319
0.33021134,75,383.485157
0.3333563,75,383.486141
0.35289925,75,383.4871
0.33083412,75,383.487879
0.30941522,75,383.510828
0.37113363,75,383.51463
0.38689622,75,383.533863
0.36766538,75,383.53476
0.3866426,75,383.547739
0.39233786,75,383.548652
0.34597,75,383.549539
0.31365615,75,383.550464
0.33734602,75,383.57421
0.33996055,75,383.577523
0.37065303,75,383.596633
0.33174133,75,383.597543
0.3479452,75,383.610815
0.37887833,75,383.611773
0.3065803,75,383.61259
0.36159793,75,383.613483
0.3832107,75,383.63765
0.35322303,75,383.640938
0.3481387,75,383.659989
0.35238644,75,383.66083
0.3759587,75,383.674019
0.29751098,75,383.674896
0.34864053,75,383.675726
0.37082088,75,383.676484
0.36942187,75,383.699705
0.31054008,75,383.703441
0.32072785,75,383.722775
0.3890152,75,383.723639
0.3580056,75,383.737068
0.35566247,75,383.737877
0.36993533,75,383.738767
0.38253102,75,383.739673
0.34546492,75,383.763226
0.36867866,75,383.766764
0.36007646,75,383.786034
0.34191227,75,383.786896
0.34824976,75,383.800483
0.37619448,75,383.801403
0.39403248,75,383.802225
0.32113203,75,383.803049
0.3209888,75,383.831658
0.38341725,75,383.835252
0.36843717,75,383.85454
0.38099968,75,383.855509
0.38897622,75,383.86909
0.35076693,75,383.869999
0.3850536,75,383.871024
0.36462966,75,383.871931
0.3832367,75,383.895476
0.33622816,75,383.898681
0.32684073,75,383.917771
0.30764917,75,383.918595
0.35657424,75,383.931748
0.336891,75,383.932602
0.32832578,75,383.933496
0.37720457,75,383.934458
0.36392257,75,383.958059
0.36658162,75,383.961261
0.38470978,75,383.981005
0.38196898,75,383.981902
0.3441265,75,383.994899
0.36215317,75,383.995882
0.35467046,75,383.99674
0.3249032,75,383.997616
0.33163768,75,384.020737
0.3576901,75,384.024132
0.3475808,75,384.043518
0.3446983,75,384.044455
0.40286583,75,384.058332
0.36803287,75,384.059287
0.38947487,75,384.060209
0.35106048,75,384.061124
0.3571977,75,384.084226
0.3437082,75,384.087749
0.33825213,75,384.10752
0.37505874,75,384.108421
0.34350932,75,384.121938
0.35212842,75,384.122933
0.35699648,75,384.123998
0.34284788,75,384.124994
0.35996825,75,384.14775
0.34778944,75,384.150846
0.39779714,75,384.169786
0.34065428,75,384.170702
0.3285593,75,384.183904
0.33385217,75,384.184746
0.36372408,75,384.185517
0.3414458,75,384.186371
0.36187416,75,384.209772
0.32776392,75,384.213176
0.36440617,75,384.232239
0.3483931,75,384.233163
0.3749607,75,384.246365
0.31258926,75,384.247241
0.33318928,75,384.248143
0.35665932,75,384.248984
0.38762447,75,384.272187
0.35980397,75,384.275382
0.38200003,75,384.294352
0.37209293,75,384.295151
0.37419483,75,384.30833
0.35883018,75,384.309178
0.34765187,75,384.310052
0.39875743,75,384.310891
0.34492707,75,384.3338
0.374547,75,384.337133
0.28994358,75,385.091279
0.37518284,75,385.09218
0.3436186,75,385.106155
0.31030586,75,385.107045
0.34614867,75,385.107984
0.35254622,75,385.108932
0.342311,75,385.132081
0.31762874,75,385.135307
0.39903826,75,385.154588
0.32800817,75,385.155525
0.3540265,75,385.16971
0.40589732,75,385.170693
0.31013152,75,385.171622
0.35087723,75,385.17248
0.31969643,75,385.196562
0.31413662,75,385.19989
0.36830527,75,385.219741
0.37655997,75,385.220756
0.3343712,75,385.234407
0.33392057,75,385.23528
0.34426737,75,385.23615
0.3467772,75,385.23704
0.37650663,75,385.260242
0.35072994,75,385.263532
0.3448453,75,385.282588
0.36283988,75,385.283401
0.3375599,75,385.296824
0.35009125,75,385.297645
0.35365137,75,385.298439
0.3876221,75,385.299196
0.33389297,75,385.322251
0.3499149,75,385.3256
0.32288706,75,385.34491
0.39175928,75,385.345767
0.37152466,75,385.359311
0.38571343,75,385.360122
0.3576411,75,385.360954
0.33732137,75,385.36175
0.30238268,75,385.384634
0.37326336,75,385.387802
0.38195542,75,385.406363
0.33772007,75,385.407174
0.35162425,75,385.420127
0.3813525,75,385.421013
0.3604321,75,385.421883
0.3823785,75,385.422778
0.33308268,75,385.445562
0.39198235,75,385.448784
0.39892566,75,385.46723
0.38518703,75,385.468092
0.4003362,75,385.481166
0.36589321,75,385.482072
0.3360059,75,385.482973
0.32589838,75,385.483945
0.38840398,75,385.506999
0.31668502,75,385.510336
0.33522248,75,385.5293
0.33982345,75,385.530234
0.4173189,75,385.543568
0.36458907,75,385.544338
0.35719573,75,385.545293
0.3464063,75,385.54623
0.3041978,75,385.569688
0.34283024,75,385.573157
0.34815907,75,385.591981
0.3603855,75,385.592787
0.39929265,75,385.606304
0.3569724,75,385.607152
0.35799322,75,385.607939
0.36336455,75,385.60869
0.35445425,75,385.632989
0.37286508,75,385.636488
0.39908278,75,385.655883
0.3638632,75,385.656781
0.33831936,75,385.670167
0.36610025,75,385.671036
0.3547476,75,385.671798
0.3741878,75,385.672675
0.40789342,75,385.695931
0.39246792,75,385.699328
0.34797668,75,385.718961
0.36138725,75,385.719855
0.3441978,75,385.734056
0.3896438,75,385.734986
0.30486715,75,385.735905
0.37087038,75,385.736718
0.33478564,75,385.761203
0.38961717,75,385.764808
0.37704185,75,385.78507
0.31280515,75,385.78607
0.338833,75,385.799693
0.37873155,75,385.800649
0.35891992,75,385.801501
0.38108954,75,385.802353
0.34157783,75,385.826638
0.3902609,75,385.830034
0.33207867,75,385.849292
0.30972233,75,385.850233
0.35681963,75,385.863579
0.35518894,75,385.864529
0.41266719,75,385.865428
0.37318724,75,385.866324
0.38493904,75,385.889487
0.3160886,75,385.892858
0.3711698,75,385.911847
0.37267977,75,385.91274
0.34143323,75,385.926299
0.3499731,75,385.927249
0.38179177,75,385.928181
0.39623713,75,385.929224
0.39153478,75,385.952178
0.37576246,75,385.955823
0.39447182,75,385.974897
0.34352785,75,385.975817
0.38735685,75,385.989383
0.33714974,75,385.990376
0.36112997,75,385.991278
0.3269153,75,385.992147
0.36040443,75,386.015241
0.3349579,75,386.018664
0.34849522,75,386.037997
0.36376908,75,386.038964
0.36296773,75,386.052645
0.29927006,75,386.05345
0.36189952,75,386.054291
0.36078423,75,386.055184
0.31969833,75,386.079374
0.37221587,75,386.082768
0.34200367,75,386.10305
0.33323634,75,386.103995
0.36866733,75,386.117893
0.3803462,75,386.118859
0.34215277,75,386.119768
0.39261737,75,386.120615
0.307197,75,386.144478
0.34056526,75,386.147676
0.34265202,75,386.167198
0.38814756,75,386.167996
0.3318591,75,386.181608
0.36321566,75,386.182573
0.3472529,75,386.183499
0.36644238,75,386.184353
0.37681675,75,386.208208
0.37401062,75,386.211582
0.34973156,75,386.230855
0.37599412,75,386.231783
0.35076022,75,386.245036
0.3408266,75,386.245885
0.32942578,75,386.246755
0.34382382,75,386.247676
0.3285361,75,386.270621
0.40878195,75,386.273943
0.38559607,75,386.293166
0.34261373,75,386.294002
0.26041195,75,386.306827
0.3695173,75,386.307693
0.3858052,75,386.308583
0.29057717,75,386.309349
0.3186092,75,386.332156
0.37741423,75,386.33558
0.35128197,75,386.354764
0.36876142,75,386.355676
0.3334658,75,386.369118
0.38996938,75,386.369996
0.337657,75,386.370941
0.38663384,75,386.371709
0.3412788,75,386.394886
0.29952943,75,386.39823
0.37564552,75,386.417495
0.36541036,75,386.418323
0.34383217,75,386.431432
0.3614618,75,386.432233
0.36588895,75,386.433178
0.35801986,75,386.434055
0.36007684,75,386.45702
0.3530892,75,386.460384
0.35561177,75,386.479539
0.34317324,75,386.480372
0.3599891,75,386.493704
0.36441913,75,386.49447
0.35243067,75,386.495333
0.30115446,75,386.496159
0.31743422,75,386.518957
0.34955797,75,386.522005
0.34253055,75,386.541448
0.39055273,75,386.542266
0.35200128,75,386.555382
0.28409696,75,386.556346
0.3872313,75,386.557197
0.39134136,75,386.558074
0.38383108,75,386.581764
0.35676625,75,386.585055
0.3930769,75,386.603872
0.28999943,75,386.60474
0.3519014,75,386.617847
0.35699996,75,386.618814
0.39091477,75,386.619676
0.29113972,75,386.620548
0.34290504,75,386.643746
0.38416266,75,386.647211
0.3286435,75,386.666958
0.3820748,75,386.667823
0.39512765,75,386.681004
0.3276828,75,386.681875
0.37691912,75,386.682684
0.31731206,75,386.683584
0.3805183,75,386.707369
0.39197898,75,386.710564
0.36946625,75,386.729522
0.32009456,75,386.730436
0.4051595,75,386.743473
0.36956397,75,386.744311
0.35636348,75,386.745147
0.33855408,75,386.745913
0.38112473,75,386.769433
0.37182474,75,386.772936
0.347844,75,386.792789
0.33234826,75,386.793729
0.34776735,75,386.807381
0.30027974,75,387.517246
0.3332695,75,387.518343
0.35201186,75,387.519315
0.35225856,75,387.54342
0.3651061,75,387.546711
0.30816394,75,387.565692
0.39724842,75,387.56646
0.38598257,75,387.579993
0.3405397,75,387.580957
0.34786713,75,387.581885
0.36974266,75,387.582762
0.339912,75,387.605976
0.38792178,75,387.609123
0.36492008,75,387.628101
0.38345626,75,387.629004
0.36371693,75,387.642341
0.35964483,75,387.643112
0.39632857,75,387.643933
0.3666505,75,387.644861
0.31570226,75,387.667553
0.307384,75,387.670998
0.34931886,75,387.689851
0.37320095,75,387.690787
0.37871835,75,387.70403
0.39837527,75,387.704984
0.34661976,75,387.705842
0.29091534,75,387.706747
0.34304586,75,387.730306
0.3974924,75,387.733562
0.38247272,75,387.751996
0.39194554,75,387.752892
0.36238575,75,387.766145
0.37691674,75,387.767097
0.32946265,75,387.768062
0.3546241,75,387.768941
0.36799714,75,387.792383
0.35644868,75,387.795561
0.32370043,75,387.814352
0.40391567,75,387.815251
0.37037227,75,387.828747
0.3864304,75,387.829661
0.41310242,75,387.830559
0.36258724,75,387.831531
0.3872344,75,387.854505
0.34434697,75,387.858006
0.34971845,75,387.876811
0.366926,75,387.877596
0.32598597,75,387.890834
0.35685435,75,387.891698
0.31269243,75,387.892602
0.34771726,75,387.893352
0.37578073,75,387.916153
0.3941209,75,387.919576
0.32835138,75,387.938135
0.39830253,75,387.939052
0.37311897,75,387.952098
0.35470405,75,387.953012
0.333487,75,387.953862
0.39917603,75,387.954733
0.33539692,75,387.978107
0.35100436,75,387.981586
0.37511244,75,388.000114
0.3280408,75,388.00102
0.33291185,75,388.014504
0.3379501,75,388.015366
0.40469173,75,388.016194
0.3717824,75,388.017106
0.36630675,75,388.040238
0.33558163,75,388.043526
0.38309202,75,388.062625
0.3840926,75,388.063526
0.30049542,75,388.076737
0.33625406,75,388.07763
0.313036,75,388.078549
0.3737543,75,388.079419
0.40328273,75,388.103529
0.4013493,75,388.10679
0.35612985,75,388.125779
0.36973986,75,388.126665
0.35805595,75,388.13983
0.36590475,75,388.140731
0.3555711,75,388.14152
0.36126116,75,388.142347
0.312793,75,388.166099
0.37774166,75,388.169417
0.35480443,75,388.188871
0.36618093,75,388.189687
0.34229618,75,388.203087
0.36100304,75,388.204055
0.35790515,75,388.204948
0.31417575,75,388.205859
0.3659616,75,388.229383
0.34774542,75,388.23299
0.32911855,75,388.252826
0.34185022,75,388.253623
0.38090006,75,388.266798
0.3904078,75,388.267638
0.38582456,75,388.268521
0.32491377,75,388.269265
0.3346015,75,388.293114
0.3613764,75,388.296337
0.35786566,75,388.31531
0.36990923,75,388.316195
0.37170985,75,388.329157
0.30088648,75,388.33007
0.3574731,75,388.330983
0.394719,75,388.331832
0.32650068,75,388.354617
0.36423105,75,388.357924
0.36444244,75,388.37712
0.36692068,75,388.378001
0.40059653,75,388.391349
0.290905,75,388.392372
0.317757,75,388.393338
0.39058653,75,388.394099
0.38945556,75,388.41699
0.38701484,75,388.420563
0.34753746,75,388.440346
0.31940123,75,388.441244
0.3606442,75,388.45433
0.33962297,75,388.455237
0.3485526,75,388.4561
0.34813645,75,388.456967
0.37952843,75,388.480296
0.38535333,75,388.483726
0.34095025,75,388.502676
0.334244,75,388.503543
0.32398674,75,388.516905
0.38093057,75,388.517749
0.29238737,75,388.51856
0.37067124,75,388.519417
0.39483643,75,388.541824
0.35878092,75,388.545081
0.3633104,75,388.564247
0.37053484,75,388.565116
0.29466423,75,388.57901
0.3293038,75,388.579899
0.35605264,75,388.5807
0.3456643,75,388.581552
0.333786,75,388.604873
0.311736,75,388.608308
0.36389023,75,388.627603
0.37973043,75,388.628386
0.39366445,75,388.641896
0.38425308,75,388.642686
0.38918743,75,388.643638
0.35000178,75,388.644529
0.38476768,75,388.66767
0.37771806,75,388.671006
0.33281225,75,388.689713
0.31617936,75,388.690568
0.34924757,75,388.704277
0.29698497,75,388.70517
0.35476607,75,388.706067
0.30409512,75,388.706891
0.3221772,75,388.730144
0.37567702,75,388.733506
0.37494338,75,388.751932
0.36272907,75,388.752813
0.32983798,75,388.766274
0.33867785,75,388.767146
0.33954895,75,388.767915
0.37888032,75,388.768782
0.3290897,75,388.791606
0.40988454,75,388.794817
0.34519675,75,388.813563
0.3662929,75,388.814484
0.33809927,75,388.827962
0.3207314,75,388.828844
0.35059103,75,388.829723
0.38173503,75,388.830599
0.34691185,75,388.853626
0.39217532,75,388.85668
0.34902546,75,388.875447
0.30259773,75,388.876238
0.3905631,75,388.889517
0.35190272,75,388.890429
0.30634317,75,388.891329
0.3688925,75,388.892169
0.32875395,75,388.914999
0.39065722,75,388.918387
0.3565861,75,388.936699
0.32836357,75,388.937524
0.37001172,75,388.950355
0.36270377,75,388.951269
0.34041443,75,388.95215
0.3825154,75,388.953011
0.39302832,75,388.975774
0.37219775,75,388.979188
0.37215823,75,388.997788
0.34401512,75,388.998667
0.37634024,75,389.011651
0.37593555,75,389.012447
0.3545944,75,389.013264
0.35963276,75,389.014114
0.36371052,75,389.037373
0.3498183,75,389.040711
0.38939056,75,389.059882
0.2901807,75,389.060726
0.33907554,75,389.073967
0.36856285,75,389.074874
0.36022365,75,389.075643
0.32235336,75,389.076401
0.34103146,75,389.099566
0.38295645,75,389.102994
0.34911495,75,389.121979
0.36239782,75,389.122867
0.39575076,75,389.136143
0.3561703,75,389.136977
0.3490994,75,389.137777
0.3826006,75,389.138662
0.37690198,75,389.161999
0.3576022,75,389.165431
0.3743748,75,389.184696
0.3762772,75,389.185493
0.3914803,75,389.198594
0.3121854,75,389.199496
0.3771326,75,389.200376
0.33748463,75,389.201249
0.36005685,75,389.948084
0.3549046,75,389.951715
0.362575,75,389.971291
0.33845904,75,389.972168
0.37984702,75,389.985567
0.34648424,75,389.986479
0.33449617,75,389.987402
0.356536,75,389.988171
0.3664068,75,390.010861
0.31664112,75,390.014286
0.3319251,75,390.033591
0.37560916,75,390.03441
0.36638272,75,390.047788
0.33075306,75,390.048605
0.34581396,75,390.049425
0.33904502,75,390.050191
0.32838723,75,390.07321
0.37160617,75,390.076333
0.37650862,75,390.095288
0.36358374,75,390.096138
0.35310963,75,390.109537
0.40216875,75,390.110413
0.3461815,75,390.111346
0.3855112,75,390.112181
0.32306722,75,390.135382
0.37970078,75,390.138802
0.33273116,75,390.158354
0.35414502,75,390.159212
0.32305592,75,390.172169
0.3630081,75,390.173146
0.35791302,75,390.174033
0.3748349,75,390.174919
0.34044448,75,390.198128
0.38349417,75,390.201467
0.37228638,75,390.221362
0.33443087,75,390.222307
0.35414127,75,390.235317
0.37092716,75,390.23623
0.38915166,75,390.237003
0.3832021,75,390.237856
0.28905985,75,390.261043
0.37351227,75,390.264175
0.31167632,75,390.282971
0.368789,75,390.283926
0.39291734,75,390.29703
0.32951826,75,390.298011
0.35663393,75,390.298959
0.37176767,75,390.29981
0.32282212,75,390.322606
0.37609935,75,390.32582
0.38293067,75,390.344768
0.3335235,75,390.345649
0.3382813,75,390.359106
0.38825947,75,390.359911
0.3671155,75,390.360825
0.38855866,75,390.361675
0.37289774,75,390.385293
0.34144852,75,390.38858
0.37946513,75,390.407658
0.3167019,75,390.408437
0.37213138,75,390.421931
0.32789513,75,390.422776
0.31954455,75,390.423669
0.34999168,75,390.424543
0.3160854,75,390.448049
0.33394885,75,390.451393
0.33035168,75,390.469763
0.38744032,75,390.470561
0.42165297,75,390.483266
0.39030352,75,390.484217
0.3665067,75,390.485124
0.36364102,75,390.486081
0.3557042,75,390.509062
0.33689314,75,390.512552
0.35450894,75,390.53169
0.3965736,75,390.532543
0.3734573,75,390.545446
0.33141068,75,390.546344
0.3362214,75,390.547211
0.3793401,75,390.54807
0.3528749,75,390.571685
0.31304666,75,390.57514
0.37506866,75,390.594256
0.36447272,75,390.595124
0.3972361,75,390.608269
0.35604164,75,390.609146
0.3562587,75,390.609977
0.3213284,75,390.610758
0.36831334,75,390.634918
0.33263317,75,390.63836
0.361999,75,390.657757
0.3554701,75,390.658659
0.33689618,75,390.671615
0.39808702,75,390.672485
0.3114301,75,390.673416
0.33360282,75,390.674288
0.2963336,75,390.697533
0.3015017,75,390.700907
0.36099833,75,390.719756
0.36092803,75,390.720618
0.32202813,75,390.733743
0.37340522,75,390.734595
0.34336787,75,390.735454
0.38877743,75,390.736281
0.3151832,75,390.759615
0.3396288,75,390.762975
0.33298084,75,390.782522
0.3653227,75,390.783417
0.35518703,75,390.796271
0.3689348,75,390.79722
0.36588708,75,390.798063
0.33657756,75,390.798869
0.36352035,75,390.82132
0.38553727,75,390.824664
0.35313085,75,390.843351
0.32669026,75,390.844207
0.37017697,75,390.857555
0.37044054,75,390.858399
0.3335727,75,390.859238
0.3090292,75,390.860102
0.35854816,75,390.883117
0.35342953,75,390.886245
0.3650655,75,390.905505
0.38565522,75,390.906322
0.302813,75,390.919394
0.3497289,75,390.920257
0.3435685,75,390.921176
0.37312248,75,390.922015
0.33259127,75,390.944507
0.37784177,75,390.947968
0.36489832,75,390.967112
0.34978342,75,390.967927
0.28586695,75,390.981187
0.3562151,75,390.98197
0.34657243,75,390.982835
0.2798999,75,390.98372
0.31565183,75,391.006747
0.30376768,75,391.009947
0.33437365,75,391.029181
0.33467805,75,391.030063
0.31460255,75,391.043149
0.37536433,75,391.04405
0.3517545,75,391.044956
0.36786586,75,391.045803
0.3858111,75,391.068956
0.35892972,75,391.072324
0.34271577,75,391.09136
0.3411753,75,391.092272
0.38957477,75,391.104983
0.3814033,75,391.105808
0.3199062,75,391.106732
0.35181776,75,391.10759
0.2827398,75,391.130771
0.33689234,75,391.134332
0.4000523,75,391.153117
0.35767937,75,391.154053
0.34190482,75,391.167351
0.35364765,75,391.168141
0.33523762,75,391.169063
0.3625854,75,391.169963
0.35452873,75,391.19303
0.3560815,75,391.196416
0.3425669,75,391.21523
0.35202286,75,391.216112
0.3553347,75,391.229557
0.36229077,75,391.230338
0.3680319,75,391.231246
0.39476454,75,391.232094
0.3653069,75,391.254893
0.3645632,75,391.258257
0.34505156,75,391.277293
0.38121754,75,391.278146
0.34498614,75,391.291921
0.398752,75,391.292836
0.31918812,75,391.293712
0.38464653,75,391.294487
0.34628505,75,391.317741
0.3906384,75,391.32088
0.38036054,75,391.339746
0.3601746,75,391.340697
0.37570828,75,391.353345
0.30064446,75,391.354175
0.37902683,75,391.355035
0.3497124,75,391.355887
0.37955272,75,391.379076
0.3758736,75,391.382382
0.3637108,75,391.401485
0.38189492,75,391.402436
0.39691088,75,391.415351
0.3273421,75,391.416175
0.38947892,75,391.417043
0.38133574,75,391.417939
0.30992395,75,391.440806
0.415705,75,391.44412
0.32850626,75,391.462727
0.37293157,75,391.463617
0.35755047,75,391.4766
0.3673044,75,391.477432
0.37960875,75,391.478298
0.33488506,75,391.479199
0.39272705,75,391.502463
0.38377047,75,391.505588
0.2856556,75,391.524659
0.37727,75,391.525559
0.31177863,75,391.53874
0.35237253,75,391.539636
0.3304789,75,391.540425
0.418495,75,391.541319
0.32772976,75,391.563835
0.35344288,75,391.567206
0.29586056,75,391.58582
0.36040208,75,391.586633
0.4068319,75,391.599844
0.40420702,75,391.600694
0.3477048,75,391.601447
0.3616504,75,391.602293
0.381591,75,391.625616
0.3900314,75,391.628871
0.34090245,75,392.360012
0.3805097,75,392.360891
0.3381397,75,392.374264
0.3248215,75,392.375146
0.3763712,75,392.375932
0.33210605,75,392.376758
0.34375593,75,392.400749
0.3797257,75,392.4039
0.3448093,75,392.422821
0.4024177,75,392.423777
0.34361342,75,392.437713
0.37850127,75,392.43865
0.3583631,75,392.439647
0.33554775,75,392.440538
0.36800176,75,392.464204
0.4089779,75,392.467537
0.3842289,75,392.486728
0.3726496,75,392.48752
0.3623244,75,392.50074
0.38696054,75,392.50165
0.33015504,75,392.502507
0.35687014,75,392.503419
0.38095233,75,392.526257
0.33815777,75,392.529835
0.36510947,75,392.548701
0.28399247,75,392.549572
0.39055002,75,392.563029
0.3277967,75,392.563961
0.31263444,75,392.564868
0.374289,75,392.56574
0.3688514,75,392.588972
0.40102533,75,392.592372
0.32442462,75,392.611122
0.3663306,75,392.611916
0.33344665,75,392.625474
0.37288707,75,392.626426
0.34686238,75,392.627294
0.36521327,75,392.628152
0.3534162,75,392.651661
0.4120693,75,392.654853
0.3679601,75,392.674287
0.36640996,75,392.675101
0.38916075,75,392.688553
0.38341242,75,392.689532
0.36154327,75,392.690471
0.34997696,75,392.691314
0.33427736,75,392.714851
0.37439615,75,392.718079
0.37372577,75,392.736977
0.39531752,75,392.737813
0.3784416,75,392.750904
0.36012456,75,392.751783
0.33772966,75,392.75275
0.3901458,75,392.753615
0.40780002,75,392.777287
0.35367528,75,392.780925
0.3621059,75,392.799765
0.33247742,75,392.800648
0.40033323,75,392.814146
0.37090507,75,392.81495
0.3274707,75,392.815796
0.3825022,75,392.816588
0.3491385,75,392.83987
0.32538918,75,392.843053
0.35093108,75,392.862225
0.31319365,75,392.863116
0.35944188,75,392.876148
0.37255013,75,392.87696
0.2829194,75,392.877777
0.31390887,75,392.878608
0.3026689,75,392.901684
0.32002428,75,392.905046
0.36775097,75,392.923846
0.3696102,75,392.924717
0.37108618,75,392.937629
0.40511703,75,392.938538
0.37519577,75,392.939553
0.3458983,75,392.940344
0.34123477,75,392.963139
0.38208088,75,392.966575
0.3582201,75,392.985494
0.3576237,75,392.986375
0.33739433,75,393.000104
0.37486923,75,393.001064
0.34568083,75,393.001873
0.33432317,75,393.002754
0.39272347,75,393.026783
0.36044422,75,393.030145
0.30903897,75,393.050126
0.38949323,75,393.051081
0.38462633,75,393.06519
0.38317272,75,393.06621
0.36412686,75,393.067044
0.367656,75,393.067842
0.35588375,75,393.092246
0.35084167,75,393.095782
0.32923016,75,393.115117
0.35454234,75,393.116197
0.3697812,75,393.130049
0.3703139,75,393.131012
0.34559768,75,393.131958
0.33828753,75,393.132867
0.4217506,75,393.156341
0.39226526,75,393.159766
0.35075992,75,393.179312
0.3702123,75,393.180279
0.36309892,75,393.193086
0.32103077,75,393.193949
0.35951015,75,393.194744
0.34235477,75,393.195599
0.39356777,75,393.219656
0.39472988,75,393.222935
0.38994583,75,393.242151
0.3599211,75,393.242958
0.4066045,75,393.256052
0.36108336,75,393.256892
0.39208984,75,393.257723
0.35261112,75,393.258595
0.36846963,75,393.281278
0.3917911,75,393.284647
0.34403914,75,393.303646
0.37942502,75,393.304553
0.36850142,75,393.317863
0.35878962,75,393.318645
0.3622392,75,393.319465
0.32952014,75,393.320309
0.334002,75,393.343004
0.35324362,75,393.346218
0.36215037,75,393.365596
0.3788304,75,393.366484
0.36167625,75,393.379766
0.33275262,75,393.380675
0.34653932,75,393.381599
0.36512384,75,393.382449
0.33102116,75,393.4056
0.3872773,75,393.408779
0.3498723,75,393.427803
0.37813264,75,393.4286
0.35681057,75,393.441761
0.35473022,75,393.442681
0.36473757,75,393.443601
0.34017563,75,393.444499
0.34567362,75,393.467571
0.36893007,75,393.47086
0.3742854,75,393.490166
0.3288985,75,393.49095
0.30117136,75,393.503794
0.34836662,75,393.504663
