#{"t_start": 1766580948.9824572, "env_id": "None"}
r,l,t
5.162418,271,98.878959
1.2591933,340,98.924765
5.091345,296,98.97918
4.5440073,227,98.99114
4.2067533,245,99.005034
2.2385223,254,99.028482
2.0049627,365,99.077621
2.4385066,249,99.08771
2.4190667,225,99.117091
2.8311,263,99.197089
-2.2329755,253,99.234454
5.8367753,254,99.246079
10.19974,236,99.312089
7.443866,299,99.324829
0.09040278,368,99.375074
1.3807511,320,99.404533
4.8287187,305,99.41982
-0.14238304,267,99.463971
4.941866,253,99.500026
5.137294,296,99.531288
-0.9848988,267,99.577395
3.1173868,234,99.606722
-2.8399816,323,99.64626
5.8859897,266,99.684821
2.5325534,315,99.720953
-2.9309576,331,99.792059
1.8222597,238,99.816845
1.6045125,317,99.816918
2.8117938,292,99.82234
4.61844,275,99.923046
1.0790336,327,99.934404
3.751493,256,99.974857
4.9128084,334,100.018651
7.2503963,268,100.057869
1.9027687,274,100.086759
-3.1931622,334,100.146649
3.0391665,243,100.161444
4.7017655,241,100.170366
3.218244,364,100.183919
7.5061283,255,100.226596
1.2516267,273,100.289956
1.1839743,290,100.348915
5.9695044,318,100.407579
-3.5170095,254,100.418846
2.2278237,290,100.440296
2.4584372,264,101.330836
6.559107,331,101.341573
1.6767914,335,101.35662
1.1592058,318,101.447324
2.0042553,270,101.459416
1.7171419,216,101.463401
2.2188065,209,101.486523
6.913633,241,101.496565
4.805789,217,101.547227
3.1554291,235,101.591526
7.545509,260,101.601258
7.7763906,266,101.726275
5.1292205,281,101.726334
3.1541944,288,101.744907
2.7330525,261,101.746836
1.8835115,314,101.811767
0.4365663,264,101.813064
2.4955754,240,101.848429
3.6952825,272,101.87376
2.3639257,216,101.976311
8.548669,254,101.994186
3.8783915,271,102.028015
-3.1666322,337,102.077745
3.3277457,256,102.081075
3.153695,293,102.120043
-0.7012737,295,102.149277
-2.6005282,317,102.195728
2.0072286,218,102.211668
5.004638,256,102.230674
5.2181945,233,102.262699
3.1983957,240,102.321132
5.712687,298,102.374483
3.085869,271,102.389988
8.769461,283,102.431738
4.2796774,238,102.431808
4.5704713,182,102.442951
9.38751,278,102.489004
0.8111738,376,102.607394
6.4834237,290,102.609423
6.3393846,225,102.658005
-3.0078168,291,102.665831
8.521941,272,102.701187
2.4958217,318,102.703919
2.667766,234,102.723206
7.611748,296,102.738154
4.4935427,231,102.839067
-2.5227585,293,102.901014
8.261389,248,102.907422
3.177132,209,102.915995
3.4932647,261,102.930666
6.5957384,208,102.935083
5.370326,227,102.970833
0.9064102,375,103.085249
3.799605,275,103.12166
2.9984076,215,103.144752
2.2965367,253,103.155732
4.4730325,251,103.168677
6.331607,260,103.170029
5.736416,280,103.251136
-4.4784427,316,103.252263
4.517052,263,103.345786
3.5626197,230,104.231017
8.470424,256,104.233982
-5.01114,288,104.241088
8.186934,252,104.243454
3.1714275,251,104.338625
0.9396981,354,104.360105
4.4418716,200,104.440176
1.3037744,321,104.511223
6.34354,264,104.513507
2.1257057,332,104.581298
7.7153654,510,104.600178
3.0638535,368,104.605562
3.0255044,273,104.613024
2.9412792,191,104.6329
2.7263472,335,104.701453
3.4088614,233,104.7521
5.157355,208,104.841081
5.989011,240,104.882533
4.6434293,292,104.903426
5.2635264,375,104.914831
4.7017856,286,104.945808
1.9695939,235,105.006674
-1.2323302,464,105.090459
6.2942276,256,105.096492
7.4187007,403,105.129751
0.042953283,206,105.151655
-1.5581605,275,105.157064
5.660418,250,105.161072
-4.8661017,309,105.209815
1.9969096,228,105.233925
2.693694,266,105.36539
4.3188896,233,105.388052
12.224992,256,105.388108
1.0005888,224,105.388977
1.5704155,205,105.418346
5.097712,336,105.431524
3.0060904,276,105.438198
1.6383992,276,105.514538
3.225929,192,105.582923
2.9228258,215,105.584984
4.079956,231,105.652588
3.2999442,249,105.693373
-1.8809347,337,105.733827
-6.784152,349,105.746995
3.6818573,243,105.76515
-2.7376826,350,105.78873
6.2759404,270,105.86058
3.3236072,202,105.861967
1.2027481,287,105.879488
4.2903867,245,106.043289
2.8727267,301,106.054678
1.8976706,205,106.070946
3.9200191,301,106.073711
5.5072994,399,106.101334
-0.68366486,383,106.124611
0.12077272,276,106.162014
3.1254232,266,107.15929
5.091563,197,107.159359
10.876209,280,107.160284
10.694278,255,107.16448
6.1049347,264,107.203627
3.753409,530,107.235528
2.3315177,152,107.315702
-1.8700687,405,107.322075
3.6119134,172,107.336804
-1.9902749,358,107.360642
6.259201,211,107.380335
1.3001387,217,107.457878
4.033886,208,107.526389
0.82067937,376,107.543907
2.8765285,172,107.554575
-6.9713035,351,107.561861
-3.0610552,233,107.572892
-2.0841029,294,107.620387
-0.16217893,239,107.708564
1.5572137,336,107.711261
1.6391373,224,107.784005
0.6138582,226,107.806427
1.0805442,254,107.842724
1.8184878,247,107.882523
4.0462832,387,107.928093
2.4731112,370,107.940341
1.7412325,233,107.946895
0.9811511,243,107.959565
1.9113028,158,108.003713
3.8744912,236,108.022634
0.07346326,252,108.056941
3.8813872,228,108.164884
0.52199066,241,108.192484
7.8494387,224,108.228363
5.383294,289,108.234016
-3.862887,294,108.259227
1.8948091,258,108.284796
6.217086,448,108.337455
6.11738,187,108.351925
-0.24265137,296,108.358041
3.5394263,189,108.420221
3.5966814,246,108.483893
-2.9645555,245,108.50826
-5.746779,338,108.53573
-6.361525,275,108.560249
4.554478,229,108.65405
-5.8045716,315,108.676992
4.9366865,230,108.715884
1.9316669,215,108.723477
4.2773504,219,108.783433
4.152233,442,108.79723
3.6518517,170,108.821435
-4.912936,504,108.845732
1.1015966,174,108.892056
4.9398274,214,108.893324
-3.9988368,426,108.964
6.442416,196,108.980067
4.928026,246,109.075173
5.080511,284,109.08652
4.930966,162,109.132921
3.343188,244,109.142847
3.9331028,158,109.143826
-4.5351367,284,109.183376
1.9331936,349,109.202483
5.338046,477,109.209394
3.3639808,170,110.09898
3.7127283,184,110.170727
3.2066824,208,110.19565
2.4439323,246,110.223379
2.2751384,165,110.270971
6.082487,352,110.274984
5.440594,249,110.278015
1.7325579,184,110.389785
11.820447,360,110.41507
1.7053068,402,110.46985
3.9048045,195,110.481317
0.3758184,232,110.511881
-3.9870262,355,110.540292
0.85083425,268,110.555721
2.3689227,238,110.640494
4.941606,445,110.697806
3.774069,223,110.709482
6.9429836,211,110.785655
-2.248048,358,110.794782
2.350722,164,110.86194
4.3166986,238,110.885441
-0.7103776,359,110.890421
6.5124316,192,110.983986
3.046237,196,111.073323
-5.956822,279,111.08943
3.9567807,642,111.165864
2.8082623,261,111.173754
3.4942229,600,111.186549
8.059793,471,111.207539
-5.9475145,244,111.253067
3.4045188,190,111.299904
4.7171726,413,111.342909
2.3871653,152,111.349523
-0.02135554,263,111.453896
2.950619,285,111.483376
4.7274847,221,111.495283
2.2005928,262,111.495359
0.34855354,139,111.504597
5.236111,173,111.532047
4.141055,222,111.540927
3.708428,463,111.582275
8.583054,240,111.717962
7.151723,196,111.720314
3.7049773,244,111.770201
4.2861414,212,111.823553
0.10114682,303,111.884757
-4.1883,364,111.903761
-1.4663372,396,111.926709
-0.115276694,382,111.961394
1.225996,220,112.014334
3.1873488,178,112.02144
3.1741362,170,112.087532
4.128872,229,112.200318
5.8314457,550,113.16774
4.1155415,226,113.175486
10.964795,562,113.178977
0.08041453,455,113.219265
5.6761684,454,113.256508
2.2589676,213,113.277983
1.4265318,415,113.300333
-1.1170405,461,113.358315
4.0121927,194,113.374988
4.2803936,172,113.405595
0.7327586,252,113.450848
0.69273525,343,113.631972
3.074587,214,113.636726
3.3048499,257,113.637869
3.064324,427,113.639957
4.846905,188,113.650059
-1.9824061,409,113.727168
-1.1208729,400,113.738763
2.754378,398,113.805014
3.475869,182,113.846424
2.4262023,223,113.877932
4.508169,226,113.877996
1.6163266,167,113.898786
2.480305,256,113.904385
0.45911545,156,114.013575
3.9992752,263,114.018158
4.2560935,189,114.092169
2.8245237,230,114.1732
-1.6407765,491,114.185807
4.903298,210,114.259241
0.5039925,350,114.296043
9.38922,380,114.305297
-0.41804016,271,114.325377
4.7725396,196,114.393483
16.252487,574,114.437492
3.9913132,170,114.474124
2.0580144,212,114.479781
8.878355,372,114.494188
-2.3433256,393,114.584598
4.651689,203,114.602958
3.5606897,182,114.628732
-3.351899,348,114.675422
6.3594356,185,114.680893
-0.62522805,267,114.779277
1.7871399,182,114.8062
5.3721504,337,114.876393
9.457947,230,114.944907
4.6618404,191,115.006963
-1.5486845,384,115.058159
3.2614028,200,115.147311
4.902996,174,115.184342
5.8397784,514,115.226155
6.561216,603,115.252908
0.9140098,202,115.259444
-6.1916018,415,115.298944
3.0324302,160,115.309814
3.2280455,570,116.239797
4.9157505,224,116.284103
7.6829205,214,116.36071
1.7643561,252,116.396774
4.924392,210,116.399525
2.6661808,266,116.466912
7.556415,215,116.472055
7.7282286,1201,116.480086
5.826135,224,116.532739
3.885683,424,116.554623
6.918424,203,116.584226
4.6514807,248,116.746451
3.6630723,179,116.756492
1.3099558,351,116.788781
-0.81931716,374,116.942196
2.368136,492,117.014134
2.1838853,597,117.041546
8.442964,443,117.055874
4.0268626,548,117.062293
6.827617,204,117.146791
-0.04804404,383,117.181674
2.7188046,430,117.209718
3.3348513,197,117.228028
4.5104346,189,117.273005
5.3149123,210,117.312823
3.6123219,206,117.398907
1.5599586,222,117.488752
-1.4003562,405,117.501766
2.4927366,178,117.505506
3.6297734,215,117.513578
1.1904464,412,117.64736
4.267433,179,117.676696
4.582693,213,117.757607
8.77985,928,117.774808
-0.12095693,402,117.859651
5.104528,580,117.888702
5.1928625,203,117.904923
1.5876399,230,117.964126
4.5139613,174,117.983925
4.096015,192,117.989222
1.9827611,445,118.024095
2.6213138,215,118.105367
4.991975,194,118.109995
6.9216104,235,118.231732
1.6381845,258,118.280911
5.722387,177,118.304921
3.8783839,258,118.316102
5.8952985,189,118.322556
2.2490475,755,118.379679
-1.3092158,413,118.452375
6.9814363,522,119.364868
4.0340605,174,119.430863
4.0221863,255,119.471289
-1.347115,298,119.477627
7.874594,427,119.643381
6.2317324,259,119.644671
5.913985,213,119.664638
4.4210577,523,119.676188
6.1224585,240,119.737976
6.2809606,556,119.794852
5.2176657,188,119.847877
3.5497155,378,119.887145
5.191773,196,119.891876
-5.976114,339,120.104232
3.3841856,220,120.118242
7.7069917,482,120.176681
6.1843605,521,120.205049
3.5460184,442,120.270612
-1.9230924,409,120.290623
2.7967825,901,120.296817
9.171947,377,120.296877
4.798433,204,120.331628
4.225664,222,120.364954
5.819409,180,120.50321
4.067245,217,120.539833
2.733767,249,120.580315
5.7442417,217,120.610273
9.568107,326,120.635466
4.0789757,293,120.657389
6.371994,440,120.671444
3.8596497,181,120.739347
3.4118462,501,120.780493
3.01902,238,120.896833
5.804666,214,120.898979
5.903086,203,120.924571
4.322022,164,120.982582
6.7638526,419,121.001853
3.808491,231,121.027574
-5.4419136,338,121.069682
3.6457765,430,121.088853
8.021617,188,121.119109
0.45652175,219,121.178039
4.366392,213,121.234371
6.3457103,186,121.273348
-2.762707,420,121.365029
7.587871,255,121.388283
4.121466,413,121.532211
5.524994,368,121.567715
4.8857245,181,121.583506
4.6069083,589,121.617678
4.5717587,275,122.537217
2.1390052,402,122.538505
1.9583521,484,122.679151
4.1161513,193,122.682052
6.806108,264,122.71074
2.917994,736,122.714974
6.4313574,211,122.740369
5.74234,183,122.756042
2.7518086,277,122.764401
5.26719,193,122.766858
5.904728,168,122.87055
5.5455847,187,122.892086
6.6915975,218,122.960942
2.7466238,228,122.968886
6.246367,190,122.980704
5.6536865,238,123.01305
2.4679973,232,123.022049
6.302497,232,123.141742
4.261865,204,123.198421
4.004363,205,123.205923
8.633781,270,123.32608
4.9109864,213,123.3699
3.6346865,372,123.393494
4.74249,191,123.399909
2.8676186,483,123.428237
6.29687,617,123.450245
6.889863,536,123.588636
1.824562,206,123.608999
4.8746333,180,123.631625
6.966523,307,123.635104
5.721551,246,123.640819
4.7156177,423,123.640867
2.4636858,365,123.795835
5.576844,176,123.815509
5.0403104,192,123.822807
2.8533955,240,123.824669
4.443734,231,123.868256
2.963638,195,124.031277
4.6729584,209,124.037146
5.5639844,244,124.080768
5.043101,478,124.101665
6.048062,264,124.151812
8.056595,849,124.24167
5.117051,613,124.268032
6.504321,228,124.273482
2.8184364,189,124.276742
5.8462625,237,124.277934
4.0887184,204,124.316363
6.1265244,190,124.360312
3.218697,608,124.460621
3.8133006,162,124.474326
4.389166,187,124.500281
5.866074,205,124.535242
6.4539275,244,124.538487
2.7983813,212,124.584489
4.730026,195,124.707095
6.0423503,386,124.759627
4.8492374,200,125.636462
3.1471596,263,125.66954
8.824447,378,125.674866
3.2357612,245,125.678636
5.0644274,243,125.721263
3.4677773,155,125.730825
3.206387,175,125.819761
6.2683387,215,125.840346
5.23216,193,125.879734
5.025618,179,125.917769
1.206038,248,125.932133
2.692509,265,125.958157
2.1558163,223,126.069464
4.471544,199,126.123967
4.257089,211,126.151857
5.617063,474,126.221855
6.3117995,252,126.22774
8.181556,430,126.275546
2.4926949,222,126.305912
2.6565576,230,126.369632
3.5163147,219,126.450255
3.0310564,230,126.455533
3.763557,581,126.485598
5.099253,216,126.494164
11.502406,1185,126.610392
3.292063,254,126.626928
2.823791,465,126.632488
6.9325542,211,126.670158
2.4316225,192,126.681494
5.2931633,370,126.828447
2.9671018,238,126.855388
6.7133656,235,126.872429
6.025129,228,126.902634
3.5774322,270,126.954578
2.2777119,461,126.962707
4.34987,167,127.038802
3.0758853,259,127.086587
3.8440633,224,127.176995
3.7565334,879,127.19492
3.5695992,199,127.235268
4.7755113,343,127.242911
5.167851,425,127.275732
3.779185,660,127.287976
2.2656927,363,127.32256
4.249529,271,127.355842
4.048084,211,127.390191
5.45767,206,127.446524
4.134774,240,127.488304
5.6919622,200,127.49423
2.7856796,240,127.568051
3.1440315,214,127.604638
5.5804224,279,127.639225
2.1162496,366,127.646702
4.1793885,498,127.69607
4.261557,271,127.716962
3.9824562,266,128.579903
3.9452763,220,128.614966
3.066955,206,128.638473
5.4825764,212,128.686407
1.7412407,226,128.773068
2.3880978,280,128.80787
5.85248,228,128.813131
6.173319,229,128.848645
3.5886512,208,128.909402
9.653048,574,128.910596
3.4988804,268,128.924805
3.7313325,201,129.05477
6.0843267,198,129.161929
4.704715,189,129.167828
3.3675563,263,129.183109
6.502331,351,129.241543
3.826552,295,129.277689
4.92421,174,129.376171
4.346829,178,129.427252
7.5725117,244,129.435361
4.917572,476,129.594153
8.516566,747,129.630101
2.9157946,212,129.664302
5.891671,1101,129.692312
-0.73714733,318,129.803045
3.7962973,195,129.862077
3.2064703,214,129.937176
5.505354,314,129.95517
15.30439,562,130.002837
6.988177,754,130.005993
3.6704068,664,130.013324
-0.034608632,344,130.050639
4.8639016,193,130.161601
2.9263787,220,130.171543
4.1162767,194,130.205632
2.8053238,240,130.255732
1.8251576,493,130.32165
8.2504,259,130.430003
5.382061,225,130.44231
6.3531775,228,130.509591
1.8916819,463,130.513465
4.3926225,204,130.558248
-0.5923457,685,130.609724
1.1865178,436,130.65794
2.8756948,257,130.745161
4.1876802,268,130.813041
5.8967333,251,131.715603
6.9939804,213,131.721005
5.1491146,185,131.7363
6.5414963,376,131.82385
0.5198524,477,131.86366
4.9549007,200,131.957951
2.2081056,287,132.02384
5.910228,222,132.071656
5.881423,295,132.074655
3.1896367,237,132.127976
13.949381,1097,132.149388
5.5300674,476,132.16021
6.3405557,208,132.26459
4.1924915,189,132.382648
0.71813,577,132.390973
7.660696,304,132.485728
4.5843,313,132.530127
5.886043,541,132.69441
3.500678,336,132.764403
6.700441,213,132.7666
7.106552,757,132.927444
2.8583899,628,132.958903
4.408805,192,132.968141
5.432856,605,133.042959
8.112513,541,133.074971
17.22857,1002,133.076104
10.422973,405,133.129022
3.3040547,202,133.184177
6.856189,274,133.230442
15.413432,449,133.248774
5.5953684,286,133.282763
5.917655,228,133.326362
6.695721,216,133.365998
1.608613,278,133.377715
7.334223,370,133.445162
8.498057,249,133.451854
4.7750254,207,133.548506
2.9400303,216,133.596971
6.580155,236,133.699322
6.788471,418,133.699392
6.2317796,246,133.716314
3.68086,331,133.735343
4.28457,175,133.737415
3.4061604,494,133.761043
3.2517357,185,133.894667
5.2452297,196,133.906597
5.702138,207,133.957386
6.8475895,254,134.873902
4.033173,248,134.91449
5.2207785,201,135.012364
8.770646,825,135.069954
7.3177514,234,135.110789
1.5278193,450,135.121795
6.747055,244,135.150615
7.832484,225,135.169115
5.9992785,223,135.264829
6.1134777,719,135.28297
6.8213596,220,135.405408
5.162667,181,135.48928
7.4454093,371,135.491778
4.995086,383,135.547453
6.17368,252,135.551625
5.8378096,177,135.61404
5.289871,441,135.682456
10.732717,556,135.761966
7.402773,454,136.007422
8.350084,1093,136.037883
5.3537216,249,136.039705
7.196859,539,136.166363
8.027102,638,136.224503
3.8623261,537,136.225918
3.963048,545,136.307999
8.164537,282,136.372376
7.03644,324,136.421465
0.9586546,764,136.433509
3.312902,169,136.506763
8.717071,515,136.608569
7.921287,373,136.66047
3.6226397,434,136.669835
6.444223,264,136.673657
4.835368,227,136.753672
3.5147529,336,136.796177
4.3724327,252,136.885408
3.896584,236,136.930034
4.1842966,210,136.991011
9.333991,767,137.103575
4.032269,624,137.145005
8.481371,436,137.154847
8.354361,365,138.086313
4.209102,181,138.173604
4.3880343,377,138.184041
6.195425,233,138.27353
9.71835,526,138.400465
9.25101,812,138.459447
4.090435,577,138.514027
5.3629236,480,138.55422
3.444204,433,138.570208
4.231895,424,138.669571
6.5249,489,138.831598
6.854529,371,138.886437
13.201082,650,138.917327
3.572725,429,139.04897
5.282193,438,139.07084
10.899161,679,139.163956
6.5257015,579,139.170999
5.215867,463,139.186073
7.340225,362,139.228508
6.8371625,238,139.451155
3.1781263,292,139.493306
8.221124,540,139.53275
9.782101,603,139.574792
4.4499416,357,139.590843
3.8470001,574,139.746651
3.6185012,659,139.830875
8.39644,396,139.952005
14.395616,687,140.06553
8.158829,393,140.073668
5.4818716,565,140.185793
2.3081264,350,140.241075
6.204733,467,140.30214
6.4525466,609,140.304781
6.1052346,210,140.314318
4.56398,360,140.368584
5.3717127,706,140.374236
6.112377,232,141.400898
5.4100914,407,141.421698
4.9854107,376,141.624985
4.8428965,501,141.645759
6.418041,369,141.675235
6.1555448,478,141.736999
4.5084305,360,141.80533
9.450821,430,141.915655
7.613952,663,141.964607
8.252374,550,142.367254
9.96069,657,142.513707
5.626802,672,142.586243
12.776801,678,142.667386
11.882851,1201,142.878759
12.505028,750,142.918869
5.7004805,456,143.082144
5.2779813,385,143.112226
6.0560513,770,143.120632
7.1459594,376,143.459425
18.493229,1052,143.518784
6.6754894,555,143.560401
12.814897,674,143.646943
5.335763,375,143.683057
5.328355,195,143.725935
7.9359384,500,143.870714
13.19214,576,143.928579
9.555289,862,144.140113
3.5380335,271,145.13088
5.184173,439,145.14546
5.4792733,466,145.245797
5.7380996,594,145.252633
4.412681,490,145.314389
12.54049,722,145.449742
2.5671928,279,145.596961
4.282609,670,145.726686
10.087639,604,145.904814
5.155068,450,145.984729
6.5680323,590,146.018775
19.843054,906,146.178284
12.869427,422,146.196125
10.29174,815,146.211147
12.7107935,938,146.276391
8.757719,680,146.35946
7.3069754,486,146.43049
4.4568,378,146.610705
13.266502,658,146.687601
7.058254,398,146.781568
12.232679,812,146.892574
12.0904,692,146.922397
5.6099563,256,146.991478
5.3175244,466,147.243912
7.294703,904,147.359861
5.28086,199,147.388839
5.773303,347,147.502273
-0.29345372,1018,147.581304
3.3731844,335,148.515772
16.473063,988,148.532713
5.2117696,646,148.62499
15.467548,971,148.854518
13.952528,669,148.923682
9.850081,503,148.929013
11.651927,786,149.02343
6.1953773,416,149.051206
10.533507,614,149.151161
13.6201105,855,149.218242
5.910091,448,149.386824
11.880028,608,149.485948
6.888559,531,149.607035
11.29612,600,149.65812
14.279633,785,149.75392
15.624211,1201,149.78491
4.722318,536,149.787327
8.233891,491,149.91224
2.963143,359,150.284721
9.516672,656,150.297736
13.851049,657,150.34796
16.826258,828,150.357981
6.2568026,598,150.379268
15.520113,1199,150.408144
8.486476,288,150.584229
6.2747674,496,151.714959
14.416496,535,151.732803
8.997477,550,151.737749
16.024551,501,151.747832
16.106178,1201,151.852705
8.398615,1201,151.854673
12.222128,719,151.861677
14.22096,638,152.077726
7.055919,504,152.251933
5.0687327,554,152.445808
7.967354,668,152.572336
22.262474,926,152.719276
4.493607,370,152.939194
14.727186,1201,152.979225
14.817101,1201,152.984373
10.27826,964,153.064197
18.60822,1201,153.105139
10.353799,652,153.109197
14.056558,916,153.189542
13.002561,593,153.329146
5.7755013,336,153.337605
10.34278,499,153.495431
5.061795,453,154.405688
8.652839,537,154.463509
5.877801,553,154.526486
5.4639225,390,154.578701
3.67234,608,154.670014
6.4851213,558,154.765329
8.099116,401,154.766361
15.435137,1201,155.064936
8.509712,571,155.15539
4.1894803,437,155.157612
2.8338237,568,155.386702
11.739619,933,155.47882
9.600566,976,155.626808
22.385084,1201,155.725138
13.238775,439,155.857419
11.855093,701,155.894981
11.025049,1076,155.930808
5.340245,936,156.061084
24.82229,1201,156.411783
11.621261,955,156.474445
9.9509535,966,157.459294
10.554904,764,157.50439
8.648162,860,157.766465
2.976303,1065,157.776337
21.678444,1201,157.783429
16.973387,1068,157.847206
20.26099,660,157.985713
6.086637,382,158.183325
24.50727,1201,158.478694
8.444641,716,158.521628
14.584884,1201,158.702097
12.621665,1201,158.746949
15.50477,941,158.826943
12.533216,938,158.953166
24.413078,1201,159.009403
13.0152235,738,159.277936
12.697157,1201,159.416274
8.271062,615,160.422312
19.445812,1201,160.554152
13.416391,916,160.608143
5.7674813,1149,160.768072
19.401793,1201,160.775921
14.775132,959,160.828661
14.920226,645,161.09056
12.060289,859,161.147122
11.887151,748,161.325843
12.743717,1201,161.355615
9.156737,566,161.36257
5.8273644,498,161.608307
1.9824327,560,161.724705
26.89893,1201,161.854814
12.560024,1201,162.016054
13.916083,1145,162.021682
9.821492,766,162.153322
4.6713276,771,162.166119
5.719484,637,162.385772
6.8680043,679,163.383323
7.295164,532,163.393834
11.219297,1201,163.398907
12.928045,1201,163.678203
7.340169,302,163.708194
4.1774406,718,163.73497
4.738911,345,164.038098
21.201391,1201,164.097728
13.500412,1201,164.226466
23.33397,1201,164.453195
10.434052,783,164.539499
10.947739,1201,164.623587
19.125647,1189,164.629418
10.225405,612,164.84862
18.839008,1201,164.942774
6.5438867,603,165.158151
6.1771727,285,165.234227
16.202843,1201,165.264581
13.314323,1201,165.321566
8.025386,271,166.257178
4.1216683,687,166.375959
10.514366,1201,166.505957
12.590423,1145,166.625414
15.420179,1201,166.678326
15.598635,760,167.299567
18.114227,1201,167.301522
6.844773,896,167.309748
15.847677,1201,167.334312
20.653522,1201,167.391505
24.782282,1201,167.507618
5.390544,294,167.697263
15.4081955,1201,167.871529
5.549639,216,167.917381
20.38023,1201,167.922688
21.98223,1201,169.372199
17.41126,1201,169.374759
19.891148,1201,169.38189
22.505138,1201,169.407256
16.142103,1111,169.488492
3.528548,309,169.704225
28.63864,1201,169.969561
26.572527,1201,170.016204
13.092594,1201,170.021217
5.00455,258,170.289513
16.901554,1201,170.642273
16.059015,1201,170.650008
21.330566,1201,170.673151
14.234046,1201,170.756228
26.083185,1201,170.964447
6.8157835,654,170.969472
13.675424,1081,171.095609
5.646277,270,171.257048
30.136837,1201,171.27304
17.122347,1097,172.644948
15.537276,544,172.688685
18.190214,1201,172.75555
16.473291,1201,172.794788
19.455326,1201,172.878218
5.0816646,289,172.968069
5.1478205,267,172.984559
16.561575,1201,173.097198
15.202852,1201,173.228524
11.161139,1184,173.371669
7.8288465,461,173.477897
7.090654,254,173.753079
4.5831766,443,173.842949
14.775743,735,173.881247
10.541525,1088,173.927608
6.401886,263,174.033124
18.571432,1201,174.083915
11.336682,1201,174.164953
17.27136,1201,174.254108
18.362703,1201,175.340302
14.901155,1201,175.967926
11.997238,1201,176.002373
25.213764,1201,176.048892
13.450153,1201,176.153001
20.480925,1201,176.205109
15.439035,1201,176.288849
21.686464,1201,176.376087
6.297711,266,176.487959
32.69911,1201,176.635316
5.9876757,282,176.681758
7.1586275,685,176.703527
5.3979053,762,176.869815
18.747766,1201,177.295395
19.269258,1201,178.2822
22.623167,1201,178.419088
19.167557,976,178.592206
23.327902,1201,178.623022
7.5455394,278,178.717725
18.529696,1201,178.766408
7.2447476,1200,178.815801
5.8688254,613,178.95524
30.376736,1201,179.00738
29.345764,1201,179.427984
12.212392,791,179.65551
24.84392,1201,179.875074
17.637638,1201,179.905674
23.846338,1201,180.002904
17.983036,1033,180.049062
17.446945,1201,180.051109
20.31149,1201,180.281799
7.83199,431,181.348694
6.9103174,608,181.39899
21.9504,1201,181.550148
8.259415,785,181.740935
29.927359,1201,181.792711
16.525253,1039,181.981967
14.67661,1201,182.028207
17.492584,677,182.103351
17.584957,1201,182.442323
22.479837,1052,182.562516
8.774909,735,182.608227
7.271886,536,182.616606
20.698763,1201,182.873344
19.520218,1201,183.05779
10.844495,610,183.270896
47.878296,1201,183.283421
14.024777,1201,183.403647
20.060606,1201,184.564455
16.540749,1201,184.684798
33.30338,1201,184.727785
17.784573,1163,184.96312
15.352964,853,185.028603
20.448015,1201,185.18822
16.30452,997,185.314392
15.46454,1201,185.414987
13.284742,758,185.557612
35.96628,1201,185.867275
8.359413,697,185.940491
14.395427,918,185.951618
31.488424,1201,185.985436
14.385533,1201,186.317649
17.224705,548,187.405801
25.243622,1201,187.434582
18.862644,1201,187.534293
14.988825,1201,187.687637
25.493082,1201,188.010796
31.861238,1201,188.083616
34.667522,1201,188.094533
5.180825,937,188.184754
6.5020123,315,188.433436
30.618206,1201,188.730165
32.600784,1201,188.761393
28.757717,1201,188.859846
20.796997,1201,189.018723
24.80194,1201,189.37975
15.98577,1151,189.407369
25.812147,1201,189.556181
15.934081,1201,190.884159
23.416462,1201,191.201997
26.865469,1201,191.236537
24.547012,1201,191.331988
8.469299,816,191.398144
13.552032,1201,191.469993
20.378197,1201,191.788173
12.303285,1201,191.95678
27.439919,1201,192.205837
28.437443,1201,192.506406
43.04728,1201,192.53998
32.017082,1201,192.636043
31.433628,1201,192.70613
27.389421,1201,192.777454
15.172754,1201,194.173376
40.001846,1201,194.342517
16.934525,1113,194.498273
29.724995,1201,194.906968
25.119328,1201,194.941743
30.451838,1201,195.045435
24.848297,1201,195.115043
27.186111,1201,195.190077
32.835827,1201,195.508458
32.02505,1201,195.678349
20.618338,1201,195.824351
17.205637,1125,196.140694
21.95121,1201,196.255696
31.652105,1201,196.355852
12.683828,1201,197.504213
18.262573,1201,197.577443
27.706526,1201,197.897423
33.941044,1201,198.063086
8.093483,679,198.173553
43.428673,1201,198.209717
27.670097,1201,198.523286
44.760277,1201,198.640801
30.651083,1201,198.811813
28.42971,1201,198.884282
25.627857,1201,199.201827
35.508316,1201,199.377023
22.36858,1117,199.39548
29.973509,1201,199.524594
42.78518,1201,200.951686
20.928167,1201,201.075037
22.211441,1201,201.245457
25.498955,1201,201.31952
15.074149,1201,201.643166
31.283407,1201,201.815318
33.504547,1201,201.832555
26.841488,1201,201.965308
17.092188,1046,202.114483
38.430016,1201,202.403688
40.2604,1201,202.577807
19.775307,1201,202.65408
24.001871,1201,202.979245
36.144756,1201,204.239847
35.55747,1201,204.256764
13.106312,583,204.387701
39.7042,1201,204.389769
38.50778,1201,204.544381
24.06123,1201,204.837384
22.334358,1201,205.007414
17.56211,1201,205.402516
43.65619,1201,205.580122
23.212307,1201,205.597074
23.909203,1201,205.729159
43.3014,1201,205.731577
24.256699,1118,205.791735
25.985174,1201,206.1742
9.854549,719,206.213156
41.30744,1201,206.36133
10.151416,694,207.752685
33.81115,1201,208.218531
19.241535,1201,208.238559
